BubbleSort-Random-10-100,0
MergeSort-Random-10-100,0
BubbleSort-SemiSorted-10-100,0
MergeSort-SemiSorted-10-100,20
BubbleSort-Random-100-100,3
MergeSort-Random-100-100,0
BubbleSort-SemiSorted-100-100,3
MergeSort-SemiSorted-100-100,19
BubbleSort-Random-1000-100,279
MergeSort-Random-1000-100,12
BubbleSort-SemiSorted-1000-100,238
MergeSort-SemiSorted-1000-100,12
BubbleSort-Random-10000-100,33466
MergeSort-Random-10000-100,123
BubbleSort-SemiSorted-10000-100,23968
MergeSort-SemiSorted-10000-100,10
